gene_symbol	entrez_human	entrez_rat	entrez_mouse	Unirprot_Human	Uniprot_Rat	Uniprot_mouse	gene_name	synonym	DbTF	pubmed_id	evidence.type	AnimalTFDB	Vaquerizas.et.al	ORFeome	Ravasi.et.al	TFCat	JASPAR	GOC	DBD	TcoF.DB	pubmed_id.1	taxon	pubmed_id.2	taxon.1	pubmed_id.3	taxon.2	pubmed_id.4	taxon.3	pubmed_id.5	taxon.4	pubmed_id.6	taxon.5
ZNF521	25925	307579	225207	Q96K83		Q6KAS7	zinc finger protein 521	EHZF|EVI3	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF524	147807	365179	66056	Q96C55		Q9D0B1	zinc finger protein 524	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF525	170958	0	0				zinc finger protein 525	-	0	0		AnimalTFDB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF526	116115	0	210172	H9ZYJ3,Q8TF50		Q8BI66	zinc finger protein 526	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF527	84503	0	0	Q8NB42			zinc finger protein 527	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF528	84436	0	0	Q3MIS6			zinc finger protein 528	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF529	57711	0	0	K7EKE1,Q6P280			zinc finger protein 529	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF530	348327	0	0	Q6P9A1			zinc finger protein 530	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF532	55205	307362	328977	Q9HCE3,B3KXW2	D4A659	Q6NXK2,Q3TQ12	zinc finger protein 532	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF534	147658	0	100043100	Q76KX8			zinc finger protein 534	KRBO3	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF540	163255	0	0	Q8NDQ6			zinc finger protein 540	NBLA10512	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF541	84215	308108	666528	Q9H0D2	D3Z8I0	Q0GGX2	zinc finger protein 541	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF543	125919	0	0	Q08ER8			zinc finger protein 543	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF544	27300	0	0	Q6NX49			zinc finger protein 544	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF546	339327	0	0	Q86UE3,B3KVL3			zinc finger protein 546	ZNF49	0	0		AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF547	284306	0	0	Q8IVP9			zinc finger protein 547	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF548	147694	0	0	Q8NEK5			zinc finger protein 548	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF549	256051	0	0	Q6P9A3			zinc finger protein 549	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF550	162972	0	0	Q7Z398			zinc finger protein 550	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF551	90233	0	619331	Q7Z340		B2RUI1	zinc finger protein 551	-	0	0		AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF552	79818	0	0	Q9H707			zinc finger protein 552	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF554	115196	0	0	B3KNM4,Q86TJ5			zinc finger protein 554	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF555	148254	0	0	K7EQM2,Q8NEP9			zinc finger protein 555	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF556	80032	0	0	Q9HAH1			zinc finger protein 556	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF557	79230	0	0	Q8N988			zinc finger protein 557	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF558	148156	0	72230	Q96NG5		Q9DAN2,E9Q1J0	zinc finger protein 558	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF559	84527	0	0	K7EMG6,Q3LIC1,Q9BR84,B3KPL8,B4DP29			zinc finger protein 559	NBLA00121	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF560	147741	0	434377	Q96MR9		Q3URI6	zinc finger protein 560	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF561	93134	0	0	Q8N587			zinc finger protein 561	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF562	54811	0	0	Q6V9R5			zinc finger protein 562	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF563	147837	314584	240068	Q8TA94		B8JJZ9	zinc finger protein 563	-	0	0		AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF564	163050	0	0	Q8TBZ8			zinc finger protein 564	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF565	147929	0	0	Q8N9K5			zinc finger protein 565	-	0	0		AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF566	84924	502316	72556	Q969W8	B2RZ94	Q8VCI1	zinc finger protein 566	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF567	163081	0	0	Q8N184			zinc finger protein 567	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF568	374900	308488	243905	B4DS92,E7ER33,Q96AZ9,Q3ZCX4,A2VDJ6		E9PYI1,Q3UPK4,Q0VGV0	zinc finger protein 568	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF569	148266	365224	72723	Q5MCW4		Q80W31	zinc finger protein 569	ZAP1|ZNF	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF57	126295	361783	22715	A5HJR3,Q68EA5	A0JPK3	Q8C6P8	zinc finger protein 57	ZNF424	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF570	148268	0	0	Q96NI8			zinc finger protein 570	-	0	0		AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF571	51276	0	0	Q7Z3V5			zinc finger protein 571	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF572	137209	0	74920	Q7Z3I7			zinc finger protein 572	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF573	126231	0	0	K7EJ45,Q86YE8			zinc finger protein 573	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF574	64763	308434	232976	Q71MF7,Q6ZN55	Q504L7	Q8BY46	zinc finger protein 574	FP972	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF575	284346	308430	101544	Q86XF7	D4AB91	B2RX29,Q3TXZ1	zinc finger protein 575	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF576	79177	0	0	Q9H609			zinc finger protein 576	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF577	84765	0	0	Q9BSK1			zinc finger protein 577	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF579	163033	308339	68490	Q8NAF0	B1WBW3	Q80VM4	zinc finger protein 579	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF581	51545	0	0	Q9P0T4			zinc finger protein 581	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF582	147948	0	0	Q96NG8			zinc finger protein 582	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF583	147949	499068	213011	Q96ND8		Q3V080	zinc finger protein 583	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF584	201514	0	0	Q8IVC4			zinc finger protein 584	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF585A	199704	0	0	Q6P3V2			zinc finger protein 585A	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF585B	92285	0	0	Q52M93			zinc finger protein 585B	SZFP41	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF586	54807	0	0	Q9NXT0			zinc finger protein 586	-	0	0		AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF587	84914	0	0	G3V0H5,Q96SQ5			zinc finger protein 587	ZF6	0	0		AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF587B	100293516	0	0	E7ETH6			zinc finger protein 587B	-	0	0		AnimalTFDB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF594	84622	0	0	Q6ZNC6,Q96JF6			zinc finger protein 594	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF595	152687	0	218314	Q7Z3I0		Q8BIN6,Q3UWJ2	zinc finger protein 595	-	0	0		AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF596	169270	0	0	Q8TC21			zinc finger protein 596	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF597	146434	266774	71063	Q96LX8	Q6AZ70	E9Q6S0	zinc finger protein 597	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF599	148103	0	235048	Q96NL3		E9PWP1,Q810J2	zinc finger protein 599	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF600	162966	0	667666	Q6ZNG1		Q32P07,A2A7V0	zinc finger protein 600	KR-ZNF1	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF605	100289635	0	675812	Q86T29		E9QAH2,Q8BRQ8	zinc finger protein 605	-	0	0		AnimalTFDB	0	ORFeome	0	0	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF606	80095	292610	67370	Q9H7U2,Q8WXB4	G3V8H6	Q3UTP2,Q7TSV0,Q2TAX9	zinc finger protein 606	ZNF328	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF607	84775	0	0	F5H141,Q96SK3			zinc finger protein 607	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF610	162963	0	0	Q8N9Z0			zinc finger protein 610	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF611	81856	0	0	Q8N823			zinc finger protein 611	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF613	79898	0	0	Q6PF04			zinc finger protein 613	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF614	80110	0	0	Q8N883			zinc finger protein 614	-	0	0		AnimalTFDB	0	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF615	284370	0	0	Q8N8J6			zinc finger protein 615	-	0	0		AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF616	90317	0	327963	Q08AN1		J3QN14	zinc finger protein 616	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF618	114991	313253	72701	Q5T7W0		F8WIU3	zinc finger protein 618	FP13169|NEDD10	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF619	285267	0	70227	E9PCD9,Q8N2I2,C9JRN5		Q66JZ1,G3X9T2	zinc finger protein 619	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF620	253639	0	0	Q6ZNG0			zinc finger protein 620	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF621	285268	0	0	Q6ZSS3			zinc finger protein 621	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF623	9831	0	78834	B4DGP3,O75123		Q9CY99	zinc finger protein 623	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF624	57547	0	0	Q9P2J8			zinc finger protein 624	-	0	0		AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF625	90589	0	0	Q96I27,I3L0E9			zinc finger protein 625	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF626	199777	361529	71163	Q68DY1			zinc finger protein 626	-	0	0		AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF627	199692	0	0	Q7L945			zinc finger protein 627	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF628	89887	100359484	232816	Q5EBL2	D4A8F7	Q8CJ78	zinc finger protein 628	ZEC|ZFP628	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF629	23361	308998	320683	Q9UEG4	D3ZJW5	Q6A085	zinc finger protein 629	ZNF|ZNF65	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF630	57232	0	0	F8WAG4,Q2M218			zinc finger protein 630	DJ54B20.2	0	0		AnimalTFDB	0	ORFeome	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF641	121274	300197	239652	Q96N77	D4A704	Q8BZ34	zinc finger protein 641	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF644	84146	305127	52397	A7E234,Q9H582	D4A778	E9Q624,Q80TH4	zinc finger protein 644	BM-005|MYP21|NATF|ZEP-2	0	0		AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF646	9726	309003	233905	O15015	D3ZZ84	Q6NV66	zinc finger protein 646	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF648	127665	0	207678	Q5T619			zinc finger protein 648	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF649	65251	0	0	Q9BS31			zinc finger protein 649	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF653	115950	300446	319601	Q96CK0		Q6YND2	zinc finger protein 653	E430039K05RIK|ZIP67	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF654	55279	288354	72020	Q8IZM8		Q9DAU9	zinc finger protein 654	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	0	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF655	79027	360764	72611	Q68DU4,Q8N720	Q5RKG8	Q6P8W7,Q9CZP3	zinc finger protein 655	VIK|VIK-1	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF658	26149	0	210104	Q5TYW1		Q5PPQ4	zinc finger protein 658	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF660	285349	0	623911	Q6AZW8			zinc finger protein 660	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF662	389114	0	0	A1A4T9,Q6ZS27,F8W7S8			zinc finger protein 662	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF663	100130934	0	381405			Q6NXM6	zinc finger protein 663	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF664	144348	0	269704	Q8N3J9		Q4VA44,E9QPD3	zinc finger protein 664	ZFOC1|ZNF176	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF665	79788	0	0	Q9H7R5			zinc finger protein 665	ZFP160L	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF667	63934	308326	384763	Q5HYK9	Q5MYW4	Q2TL60	zinc finger protein 667	MIPU1	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF669	79862	0	0	B3KP94,Q96BR6			zinc finger protein 669	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF66P	7617	0	0				zinc finger protein 66, pseudogene	ZNF66	0	0		AnimalTFDB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF670	93474	0	0	Q9BS34			zinc finger protein 670	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF671	79891	0	0	Q8TAW3			zinc finger protein 671	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF672	79894	303165	319475	Q499Z4	Q642B2	Q99LH4	zinc finger protein 672	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF675	171392	0	0	Q8TD23			zinc finger protein 675	TBZF|TIZ	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF676	163223	0	0	Q8N7Q3			zinc finger protein 676	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF677	342926	0	210503	Q86XU0		Q6PEP4,Q8BI85	zinc finger protein 677	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF678	339500	0	0	F5GXA7			zinc finger protein 678	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF679	168417	0	0	Q8IYX0			zinc finger protein 679	-	0	0		AnimalTFDB	Vaquerizas et al	0	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF680	340252	0	0	Q8NEM1			zinc finger protein 680	-	0	0		AnimalTFDB	Vaquerizas et al	0	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF681	148213	0	0	Q96N22			zinc finger protein 681	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF682	91120	0	0	B3KUX2,O95780			zinc finger protein 682	BC39498_3	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF683	257101	0	0	Q8IZ20			zinc finger protein 683	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF684	127396	0	0	Q5T5D7,B3KSP5			zinc finger protein 684	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF688	146542	293511	69234	P0C7X2,A8MV39		E9Q5M9	zinc finger protein 688	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF689	115509	286996	71131	Q96CS4	B5DEF2,Q99PJ7	Q8BKK5	zinc finger protein 689	TIPUH1	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF691	51058	313548	195522	Q5VV52	B2GV80	Q3TDE8,A2A7P4	zinc finger protein 691	ZFP691	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF695	57116	0	0	Q8IW36			zinc finger protein 695	RP11-551G24.1|SBZF3	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	Ravasi et al	TFCat	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
ZNF696	79943	0	0	Q9H7X3			zinc finger protein 696	-	0	0		AnimalTFDB	Vaquerizas et al	ORFeome	0	0	0	0	DBD	TcoF-DB	0	0	0	0	0	0	0	0	0	0	0	0
